PN,CPC
08607623,F02M
05587324,Y10T
06344271,Y10S
07736888,C40B
08685748,Y10T
08071057,B01L
06627226,C12N
07567817,B29K
10200626,G01N
10184949,G01N
08193291,A61K
09754733,B01J
05792472,A61K
07517495,B01L
09222940,A61K
09121058,F16K
05989813,C07H
05755942,Y10T
07368280,G01N
05188964,G01N
05339854,Y10T
08171810,G01V
07801390,C40B
05110833,C12P
06057103,C12N
08401674,Y10T
07790869,C12Q
05871429,Y10S
07175905,Y10T
08366794,C10L
09788784,G16H
07763424,C12Q
05213966,Y10S
06656678,H01L
07670768,C12N
04839215,Y10S
06309828,B01L
07945322,Y10T
08323973,C12N
06347525,G01N
07888063,C07K
08426649,C07C
09947505,B08B
07947371,C04B
06924147,G01N
07785817,A61K
08263386,G01N
07964362,G01N
07208269,B01J
07563600,C40B
10077302,A61K
09642947,A61F
05814094,A61N
09649624,Y02P
08252910,G01N
09138468,A61K
10190066,C25B
06093557,B01J
06440667,C12Q
05650323,B01L
09360474,G01N
09540683,C12Q
08673653,G01N
08583208,G01R
05679323,Y10T
09903877,G01N
10155932,Y02A
05770389,G01N
06156291,G01N
05643738,B01L
09372181,C07K
09617145,B81B
07175897,C09J
06749769,C01B
07718438,B82Y
08513031,C01P
09439868,B01J
04921787,G01N
06706481,C12Q
05616334,G03B
09586341,C10L
08372657,G01N
09045730,C12Q
09474688,A61K
09222142,G01N
06051377,G01N
07883612,B01L
09089412,C08L
07198774,Y10S
05693383,B01J
05686516,Y10T
07740922,B29C
08491853,B29C
09267164,C12P
10005814,C07K
07423122,G01N
07122790,Y10T
07740859,Y02A
10032000,C12Q
06268434,A61F
08632847,Y10T
08846416,G01N
08017124,Y02A
09512265,B32B
07315019,G02B
10139419,G01N
06136535,C12Q
04656128,G01N
07570356,G01N
06908678,Y10T
07221457,G01J
09759222,F04D
09951372,C07D
09574974,G01N
08852539,C10G
07183384,C07K
09908675,C11D
10238711,A61K
09803877,A61L
09675556,Y10T
06162436,Y10S
09988688,C12N
08813774,F16K
07517821,B60R
07358081,G01N
08337993,Y02W
06506895,A61L
09777238,B01J
08293939,C07C
04816618,Y10T
04002905,G01N
07419777,G01N
09244068,G01N
09017970,Y10T
07462264,C12Q
09456809,G01N
09575029,G01N
05635358,B01J
07695925,Y02A
07754646,Y10T
09201069,B01L
08609330,B01L
10206998,A61K
06260715,B01D
08405033,G01N
08961901,A61B
09828265,C01P
10149619,A61B
06866737,B29C
09683255,C12Q
06630294,C12Q
06780229,Y10T
08343545,A61K
08076163,G01N
05231009,C12Q
06303702,Y10T
09447428,A23L
08471248,C07F
05582670,Y10S
07682837,G01N
09051467,G01N
09504452,Y10T
06544737,C12Q
07252988,A46B
05445932,C12N
08900706,Y10T
05814404,Y10T
09403911,A61K
10139360,Y10T
08399008,C25D
10010887,B01L
09222885,C12Q
09921227,G01N
05301685,C12M
06825176,G01N
06001577,C40B
08574838,C12N
06149774,H02N
08969287,A61K
06699719,B01J
07196183,C12Q
08603746,C12N
05514344,Y10T
07863455,C12Q
04868311,Y10T
10052055,Y02A
09797710,G01N
05645816,Y10S
06815208,G01N
07546210,G06T
07267799,Y10T
08232050,G01N
08507738,B01J
05622860,C12Q
08933263,C02F
06569382,B01J
06544746,G01N
06319898,C12Q
09309124,C01B
07920733,G01N
09096690,G01N
04030995,G01N
07625525,Y10T
08586368,C23F
08703435,G01N
05750400,C07K
05043287,Y10S
05871697,Y10S
07276283,B82Y
09627179,H01J
06030673,B29L
07838038,A61L
04882165,C07F
09908262,D01F
07061605,G01J
09678077,C07K
07056745,Y10T
07985387,A61J
08268553,C12Q
09096886,C12Q
10137117,Y10T
10172771,G01N
04747918,G01N
05853991,C12Q
09150802,C07C
06344489,A23L
06426136,B29L
06054320,C12Q
09576508,G09F
04956301,Y10S
07968291,C12Q
08852882,Y10T
10023906,C12N
05989587,C07H
09981266,G01N
06514702,B01J
07175762,B01D
07531057,G01N
06887210,A61M
10088106,F25C
10061180,G02F
06495366,A61M
05908781,Y10S
07649185,A61B
05948429,A61F
08812239,C12Q
05876931,Y02A
06309883,C12Q
08367173,C08J
04504388,Y02W
08304259,C07D
07381315,G01N
07932058,G01N
09918667,A61B
07803609,C40B
08263377,C12Q
08071319,C12Q
09758547,Y10T
09995662,B01L
10160973,C12N
09588051,C12Q
09738916,C12Q
06902918,C07K
09314753,A61K
05663022,G03G
06803568,G01N
09528144,G01N
05214288,C30B
09823214,G01K
08321136,G06T
07981666,G01N
06365356,C07K
08288165,Y10T
09068014,G01N
10221209,B01D
08202698,G01N
06979549,A61K
08034384,G01N
05980799,Y10T
07153699,Y10T
09720137,C08L
05641515,Y10S
04532805,G01N
09719982,G01N
10041107,C12Q
05776336,B01L
07374893,G01N
06909942,H01H
09017940,A61K
09896544,Y10T
07749696,C12Q
10054961,G05D
07993968,B81C
09597018,A61B
06623968,Y10T
06544739,C07K
04877659,B01L
06617138,C12Q
05962138,Y10T
09897607,A61K
09421542,G01N
08926687,Y10T
08956855,F17C
09890410,G01N
07300803,G01N
08263022,B33Y
08386195,Y10T
08731340,A61B
08647861,B01L
05459015,G01N
05980799,B29D
05955287,Y10T
07947716,C07D
09243271,C08B
09267937,C40B
09567629,C07H
05695990,G01N
06452564,Y10T
05646039,Y10S
09663811,Y10T
04786597,Y10S
04632820,C07J
05670623,C12Y
07083965,C12Y
09476814,G01N
08552234,C10G
09645077,H01J
04493815,B01D
05744516,Y02W
05710041,B01L
06811847,B32B
06994971,C12Q
09937477,A01N
07307104,A61Q
07820783,C07D
08105845,C40B
08398909,B29K
06168778,C40B
09260656,G01N
09518975,G01N
09834651,Y10T
06261838,G01N
06126800,G01N
08809513,G16B
06752868,B82Y
07208134,C01G
06399397,C12Q
05688490,A61K
08382987,B01J
09926362,G01N
09084767,A61F
10018642,G01J
07001740,G01N
05399484,Y10S
04861552,Y10S
08720615,B62K
07989186,C07H
05882872,G01N
06833185,C09D
04912332,G01N
07179391,B01D
10161898,C12Q
09120989,B01J
07483571,G06T
07402439,B01F
05876742,A01N
05437979,G01N
05456253,A61M
06101946,B01L
06755131,B01L
09115025,Y02B
07823467,G06F
10139455,G01N
08454894,H01L
06677163,Y10S
08455207,G01N
09284610,G01N
09409176,B01L
05385764,E05D
07863140,G01N
08445446,C09B
08759596,C07C
08176705,Y10T
09389199,G01N
09959621,A61K
09848853,Y10T
08586341,B01L
09056519,B43L
09513287,G01N
06572672,B22F
06190667,C07K
09440195,H01G
06403307,A61K
09726631,H01L
09969939,C10G
09182343,G01J
08822206,B01L
09725758,C12Q
05482676,G01N
08507290,C07F
07893177,C08J
08910687,Y10T
07803943,G01N
08957243,C07F
09717755,C08J
07586601,B82Y
09562835,G01N
06251669,C12N
07314752,A61B
07128969,Y10S
09534198,F04B
08956577,C08J
05486335,B01J
06680206,Y10S
09376715,C12Q
08512960,Y10S
06472217,Y10T
09498221,B01J
05691151,C07K
05554238,B29K
07553631,G01N
07875463,Y10T
09757435,C12N
05882864,A61K
06480282,G01N
06610475,C07K
06599714,C12N
08394599,G01N
06150147,C07B
07521105,B32B
10166009,A61M
09428781,C12P
06187599,B01J
08852644,Y10S
09475034,B01J
09068979,G01N
05869349,G01N
08030063,A01N
09664638,B65B
09623221,A61N
08439936,Y10T
06342397,Y10S
05938621,B01L
10214786,C12Q
05837521,G01N
07388042,C04B
07022218,G01N
05382513,Y10S
07668697,G01N
09366668,B01J
08901620,G01N
06446010,C07K
06287595,A61J
08592227,G01N
09089077,H02J
09005313,B01J
06331398,C40B
09012171,G01N
09121849,G01N
05922188,C12Q
07072500,B01J
06933116,B82Y
07329545,B01L
07057732,G01J
09908093,Y02E
05122450,Y10S
06174700,C08H
09643998,C07K
05089389,G01N
04868311,C07D
07294406,D10B
08377686,B82Y
09932383,C07K
04591572,G01N
06830936,B01F
08288167,Y10T
09810623,G01N
06703071,D21H
06225059,G01N
04672029,C12Q
07479404,B82Y
08391582,G01N
05922592,A61L
09250167,B29C
08840849,B01D
07202045,G01N
07595871,B01L
09534259,G01N
09354146,G01N
10172351,A23V
04805624,G01N
05270033,A61K
07645586,G01N
06602669,Y10S
09252501,H01Q
06423551,B82Y
06096508,Y10S
09029082,C12Q
05763263,G01N
09605036,Y02A
08097219,Y02P
06759206,B01J
05409784,F02B
04551490,Y10T
04617265,Y10S
05527681,C07K
07007370,H01L
09174190,A61K
05182257,Y10S
10094744,D01F
06623764,A61K
07767597,Y10S
08515679,G16B
07888137,G01N
10168257,Y10S
08460529,C08F
08668713,A61F
09796205,C09K
07037468,B01D
09574220,C07D
06313335,C08G
06136315,A61K
05648220,Y10S
06432692,C07K
05605623,B01J
08414928,C12N
06969599,C12N
04861754,C12Q
06166382,G01N
07682837,Y10S
07294503,C12Q
05777060,C08G
08202332,Y02E
09746471,G01N
08801859,D21C
09931462,A61M
09598483,A61K
09921225,G01N
09816231,B01D
05985548,G01N
07750157,C07F
07399589,C12Q
08844455,B65D
07476503,G02B
06492109,C12Q
07113071,G07C
06997066,G01N
05798042,C04B
06991927,G01N
05935522,B01L
05576177,C12Q
10011883,G01N
05545841,B64G
05554238,Y10T
06884626,B01J
08567048,B33Y
08129123,G01N
07666599,C12Q
07056425,G01N
08808636,B01F
06168666,B01J
10024862,C07K
07867587,Y10S
06368794,A61K
08655037,G01N
08316662,Y02E
10076578,C07D
05914110,A61K
07993830,C12Q
06207152,C07K
07159740,B01L
07632932,C07H
09623394,B01J
04812409,C12Q
05268306,G01N
06511749,B29K
05984474,A61B
06752942,B29L
04395546,B01J
07332809,G01N
07531360,C02F
06030776,C07H
09366667,A61K
06617118,G01N
06936434,Y10S
09248947,B65B
05874164,C08L
08470442,B22F
06080418,B01J
09719960,B03C
07256156,B01J
08329476,G01N
08900813,G01N
05494830,Y10S
05503803,B01L
07985542,Y10T
08968734,G01N
09421650,Y10T
09732296,C10L
10105454,C12Q
05492741,Y10T
06106505,Y10T
08389284,A61K
08992947,C12N
05536598,H01M
09260802,D01F
09408924,C09B
09079813,Y02P
06291184,C12Q
05342790,Y10S
08278036,C12Y
06051190,B29C
08241589,Y10T
09909181,C12Q
09885713,G01N
09862992,G01N
10017543,G01N
08309496,Y02P
09922508,H04B
07033761,B01L
07291462,Y10T
07108985,B01J
07056888,C12N
09089412,B29L
08034222,G01N
08895247,C12Q
08822142,H01J
09746472,G01N
09938648,A61L
05776763,G01N
08889369,Y10S
06783993,G01N
04593843,A61B
06120797,Y10T
07886575,G01N
08378151,C07C
09910051,C07D
09115395,G02B
09957570,C12Q
06307042,B82Y
07276286,B82Y
07160692,C12Q
10113205,C12Q
09932872,Y10T
06140134,G01N
06110687,C07K
09388355,C21C
09074997,G01R
10221214,C12Q
06531063,C02F
06221019,A61B
06913884,C12Q
09365838,C12Y
09713778,Y10T
08702958,C25B
09596821,C12Q
09176126,A61B
09708612,A61K
06401267,C12Q
05360717,Y10S
06547942,Y10T
06699276,A61F
08354501,A61J
06744038,G01N
06086319,G01N
08844385,B01L
08052931,G01N
06972329,C12Q
09121843,C12Q
06861034,B05B
07305109,G01N
07345142,C07K
08907064,C07K
05620864,C07H
06150089,Y10T
08999366,A61L
08785195,D03D
06689620,G01N
07407768,G01N
09239329,G01N
09730898,B01J
04956149,C12Q
07943387,G01N
04086060,B01L
09468229,G01N
09586215,G01N
04088746,G01N
07294515,H01J
08715981,G01N
05447843,Y10S
09913875,G16B
09625444,G01N
05427779,C12Q
04775620,C07K
08936920,Y02A
09944682,C07K
06027942,G01N
06020478,A61K
08047708,G01K
10076743,Y02T
08617406,Y10T
05919616,G01N
07230093,C12Q
08728727,C12Q
09802967,A61K
09917148,B81B
05824520,C07K
09074137,C09D
07608397,B82Y
09891189,B81C
08932879,C12N
05573934,C08L
07781227,Y10T
05176995,C12N
08785505,G01N
05495006,C07H
08871920,G01N
05087952,Y10T
05922357,A61K
08728573,C04B
06654620,A61B
09175034,C07K
05609850,Y10S
10214766,C12Y
10004826,C12N
05148729,Y10T
08048472,G01N
07667014,C12N
04056610,A01N
05795731,C07K
04713975,C08C
05354458,C02F
05858192,Y10S
08993238,A01N
10023902,C12Q
08053242,B01L
05952187,G01N
08974520,Y10T
06109852,A61F
05766851,A61K
09968438,H01L
07892840,A61N
06740731,C08K
06995351,H05H
08399258,C12Q
09212395,C12Q
08095201,A61B
06326149,B01J
05133909,C08J
08489340,G01N
08907150,C10L
04816561,Y10S
06627321,Y10T
07934645,G01N
08541849,H01L
05656503,G01N
08822168,G01N
08383067,Y10T
07300757,B01J
05753207,Y10T
09068014,C07K
10203333,G01N
06156507,C12Q
06399025,G01N
04043292,G01N
05961923,G01N
07153687,C12Q
05554577,C05G
05482684,A61L
08125640,G01N
10052605,C07K
04618587,G01N
08438904,G01N
05840111,Y02E
08630807,C07K
08937219,C12Q
09239904,G16B
08399383,B01L
09718968,C09D
10006089,A61K
08317928,D21C
08658358,C12Q
06638494,H01F
05382468,Y10T
06750023,C40B
07807430,C12Y
05173164,G01N
08092683,B01J
06716410,Y10S
06482364,B01L
08432150,H01L
06490471,A61B
07202358,C40B
08527207,C12Q
10180425,C12Q
05290706,Y10T
09499584,G01N
05141522,Y10S
05580739,C07K
08637322,Y10T
09406959,H01M
05783271,C08G
03960493,G01N
06184043,G01N
06902783,C08L
08980074,Y10T
07931711,H01M
07739056,G16B
07416784,G01N
07807381,G01N
09176128,G01N
10029912,B06B
09146225,G01N
05792656,G01N
04563417,C12Q
08426148,G01N
09057484,C02F
09981244,C07K
09157856,G02F
05137830,G01N
10094827,G01N
08449991,B29K
09649623,B01J
09823249,C07K
10036065,Y10T
05489624,H01B
04869819,B01J
06974873,Y10T
09395371,G01N
10059915,Y10T
08153419,Y02W
06849109,B01J
07323144,G01N
06312705,A01N
09689842,G01R
10005966,C10B
07364860,C07K
05679377,A61K
06750346,C09B
09594941,G02B
05718921,B01J
07411068,C09K
06232065,C12Q
08492167,B82Y
08574860,G01N
09797908,C07K
07132298,C25D
05728589,G01N
06987024,G01N
05772870,Y10S
07629137,Y02A
08168413,C01B
08928097,G01N
06601613,B01F
05112770,G01N
08053742,G02B
09902989,G01N
08586410,Y02P
09678004,G02B
05981167,C12Q
06607821,H01F
06495553,C07H
08563139,C09D
07279129,B01D
05853548,Y02E
06008329,B01J
08377377,B01L
09390846,Y10T
06221605,G01N
07291348,B01J
07892853,G01N
08864680,G01N
09481528,G01N
09360475,B82Y
09844764,G01N
06713279,C07K
04502938,G11C
05643738,Y10T
05429823,A23J
09068935,G01N
08481160,A01G
04950536,Y10S
08624016,C12Q
09918635,G16H
10059991,G16B
06030779,C12Q
08481478,Y10T
05751629,B82Y
06531315,C07K
05880260,A61K
09475967,B05D
09066884,C12N
09845501,C07H
09435793,A61B
04689309,C12Q
07799290,B01D
09623147,Y10T
06759199,C40B
06569625,Y10S
04312944,G01N
08338566,C07K
10060877,A61B
08920921,Y10T
09557337,G01N
09267951,B82Y
10138517,B01J
04770781,B01J
08877723,C12Q
09409164,B01L
09945864,A61K
06677857,G07F
08445201,C40B
09725653,C10L
08263186,Y10T
05409751,Y02W
06258549,G01N
09090602,G01N
07235289,D01F
07939338,Y10T
09695428,C12M
05192502,G01N
06120558,C08L
08084273,C40B
06514768,Y10S
05814700,C07H
06676815,G01N
05914241,G01N
07695916,Y10T
06340570,Y10T
09212381,C07K
07777020,C07K
07150856,B82Y
10239927,G01N
06132970,C12Y
06447463,G01N
06045758,G01N
09982302,C12Q
05466517,D01D
08822928,A61B
08465933,C12Q
06623970,Y10T
09434771,C07K
05863708,B01J
06951682,C07H
08351675,G01N
08450536,C07C
06096275,G01N
06120807,Y10T
09429565,G01N
07169578,B01J
08518346,B01J
09573099,Y10T
09334491,C12N
05043265,B82Y
08841268,C07K
05709642,B31D
06063562,C12N
10176293,G16B
05972884,C07K
05691060,Y10T
08937105,B29K
10208609,Y10T
07879542,C12Q
08506934,Y02A
09125583,G01N
05262466,D01F
06936423,Y10S
06403367,G01N
08716283,C12Q
05649994,C22C
08936763,G01N
09919282,C10L
09517444,C12P
05422018,B04B
08067187,G01N
06089853,C40B
04304257,G01N
07522271,G01N
08420026,F16K
08389781,C10G
09964747,G01N
10054523,G01N
06387257,C40B
09597656,C01B
06180778,C12N
06428963,C12N
09952223,A61K
06107041,C12Q
06839496,A61B
08700335,G01N
10125120,C07H
05514558,G01N
05289255,G01N
06864101,C07B
09435076,D21B
08921280,G01N
05563038,C07K
05314829,Y10T
09297766,G01N
09029508,Y02A
07521258,A61Q
07507541,C12Q
07972866,C12Q
08759010,G01N
08962305,G01N
08039597,A61K
08012338,C25F
05691050,C04B
05411876,B01L
05983734,G01N
06680203,G01N
05686245,C12N
09075060,G01N
06225079,G01N
07011508,F03B
07569343,C07H
05047213,G01N
07271009,Y10T
10006275,E21B
08803070,A61B
09726594,G01N
04634599,C30B
07604982,C40B
08592218,H01J
05942253,Y10T
09056143,Y02A
08168945,G01N
09384990,H01L
07879444,B82Y
09404146,C12Q
09180652,B32B
07521262,Y10T
07591198,G01N
05401378,G01N
07868161,C12Q
07858034,C07H
07087164,B82Y
09695221,C07K
10105652,C07C
09725769,C12Q
08470442,H01F
06811966,G01N
06878556,Y10T
10107768,G01N
10060913,C12Q
04714682,G01N
08726566,A01C
07943324,G01N
08933694,G01N
07244618,A61K
08414750,C12Q
07063775,Y10T
06891138,B01J
06802489,F04C
07723483,C07K
08598256,C12F
04698317,B01J
08501924,C07K
08999130,B82Y
05820848,Y10S
09220685,C01B
06114172,G01N
05328824,C12P
06448068,G01N
09329176,G01N
09931393,C07K
08048638,C12Q
07288383,G01N
06974669,C07B
09644200,B01L
09738780,Y10T
09447428,A23D
09988642,A23V
06492179,Y10S
06456870,G01N
05855205,G01N
04608347,G01N
06478942,G01N
08808570,Y02A
08241642,C12Y
09175421,B01J
08236243,G01N
06391326,Y10T
07680868,G06F
05211688,B27G
05849884,A61K
07910600,C07D
05837446,Y10S
07101514,B01J
07582470,B01J
07455989,A61K
08455613,H01L
07582415,G01N
08206917,C12Q
08463480,B60L
09943833,C01P
09688653,C07D
06474694,B01L
08323577,B29K
08071319,G01N
08356648,Y10T
09921227,F24F
10113310,Y10T
09416410,G16B
08735846,G01J
08084533,Y10T
06720710,B01J
09982283,Y02E
06728644,B01L
09328205,C08K
06153707,B01J
08399186,C12Q
09612231,G01N
09677125,C12Q
05861252,C12Q
08679426,G01N
09110068,A61M
06982519,H01J
05849486,H01L
06017496,C07K
08425743,Y10T
05405677,Y10T
05302259,A61B
09926251,C07C
09990381,G06F
08012471,C12Y
08252539,Y10T
07022477,Y10T
09884320,C12Q
04893935,G01N
09480977,B01J
09657290,H04N
08951540,Y10T
09057701,G06T
05988432,B65G
06453245,G16B
09540578,C10L
05356781,Y10S
09442050,G01N
09375334,B05C
06153419,Y10S
07569196,B01F
07906074,B01L
09449377,G06K
08298727,B01L
04795701,C12Q
06435240,D01F
05232663,G01N
07807356,C07H
05020916,B29B
06261762,Y10S
07803908,C07H
09404913,B81B
04985064,Y10S
05545721,C07K
08273575,G01N
09945858,C07K
06733790,A61Q
07832737,F16J
06603560,G01N
09364830,B01J
08454987,C12N
06280586,G01N
08377111,A61L
05470970,A61K
08823481,H04B
09733235,B01D
06319469,B29C
08435800,G01N
07873480,G02B
09810605,G01N
09182115,F24D
04647529,C12Q
06133047,Y10T
05670637,A61K
05675715,G05B
09802193,C12Q
06916372,G01N
05869641,C40B
07419787,Y10T
08597789,C09D
06630006,B01L
07842516,G01N
08715622,B01J
05080807,Y10T
08496798,B01D
09644244,H01J
05679773,B82Y
09110081,C07K
05227136,B01F
07407814,G01N
09233370,B01L
06653005,Y10T
09968261,A61B
07888006,C12N
09719956,G01N
09631241,C12Q
06890720,C07K
08263104,A61L
05114991,C08F
09080168,C12N
10041933,C12N
05447848,C12Q
08137975,Y10S
10068080,G06K
09823251,C07K
07413712,C12Q
06924115,G01N
06551951,Y10T
04775650,B01J
08889900,C07C
08277943,B32B
08440452,G05B
05580409,B29C
08420025,B01L
06203992,C12Q
07192779,G01N
05607646,Y10T
10023820,C10J
08034303,B01L
06582159,A01H
09408871,G01N
10174045,G01N
05906921,C12Q
06451568,C12N
08545862,A61L
08524373,D21H
08547533,Y10T
08715335,Y10T
06077663,A61K
08304560,C07D
06355460,C07K
09052299,B65B
06228326,B01J
05143070,G01S
09885708,G01N
06540769,A61B
08920921,C08G
10036703,G01N
10012651,C12Q
06083537,B27K
06420106,C12Q
05221605,G01N
08551859,G01N
08687188,G01N
07741061,Y10T
08500939,Y10T
09274124,C12Y
09624438,C10L
06221617,G01N
07083673,Y02A
09271924,A61K
07201962,C08J
05891741,G01N
07473398,G01N
08563477,C40B
07561975,G16H
10017525,C09B
08501418,C12Q
07417727,A61B
08313523,A61L
06524806,C12Q
06722395,G01N
04371611,C12Q
05443955,G01N
08431089,Y10T
06028186,C40B
06455252,C07K
08476062,C12Q
05948685,G02B
07329039,B01F
07947504,Y10T
04254083,Y10T
09029132,G01N
07690562,G06Q
10092617,C08G
05639597,C12N
07122640,B82Y
09968933,Y10T
09056154,C08H
10240212,G01N
06983177,B01L
09741552,H01J
10111988,C08J
04342833,C12Q
08470261,C12Q
08574423,G01N
09977034,Y10T
07691612,Y10T
05981958,G01N
08273304,C40B
08428806,Y10T
10208110,G01N
05665474,A61L
05795424,B29C
08052935,Y02E
09101301,C12Q
08846974,B01J
09766166,B01L
06649348,B01J
07820454,B01L
08685640,A61K
07413852,B01J
04659665,C12N
08828522,A47B
04578349,Y10S
08586341,G01N
07993833,A61K
07829346,Y10T
10001454,G01N
05284761,B01J
06472147,B01J
08658377,G01N
07923109,C01P
06489129,G01N
08362216,G01N
09968691,A61K
09523671,A61K
07855282,G01N
07070810,Y10T
09498320,A61F
08795632,A01K
08571640,A61B
09011661,C12N
06426136,Y02W
07824681,G01N
06942978,G01N
08101274,C08L
04501728,A61K
06869767,Y10S
07419820,G01N
07807347,C12Q
08426214,Y10T
08747604,B01L
06221601,H01J
09128087,C40B
08632847,B29L
07078224,C12Q
06558955,G01N
08481279,Y10T
08841077,Y10T
08962532,G16C
09365622,C12N
09268908,G06F
09068232,C12Q
09606114,C07K
09856482,C12Q
05840493,C12N
09101653,G01N
08551271,Y10T
05139881,B01D
07258787,A23L
09802967,C07F
07622559,G01N
10045706,A61B
05339889,F24F
04099918,Y10T
10093961,G01N
07316897,C12Q
09982300,G16B
07880641,G07F
06575020,G01N
05830644,A61K
08741575,C12Q
08263128,A61K
08641975,G02B
07592145,G01N
08865708,G01N
08641868,C04B
07045280,C12Q
06652724,G01N
06951616,C12M
06267782,Y10S
09395320,B01L
06426227,Y10T
05620895,Y10S
07509174,A61N
09092392,G06F
05543289,B03C
08628976,Y10T
04983517,B01J
07270957,C02F
09617585,G01N
05449767,C12Q
06638428,B01L
08119391,B01L
09453844,G01N
09999638,A61K
07152736,B01L
07648828,G01N
07279279,C12N
06911178,G01N
07642053,C12Q
07745389,C07K
09279747,D01F
07471866,G01N
07648843,Y10T
06445448,G02B
08551766,C12Q
08021768,Y10T
05140855,C02F
07113624,G01N
08013984,G01N
07880144,H01J
06194731,G01N
05748972,Y10T
04436826,Y10S
03983006,H03K
09254256,G08C
05597911,C12N
06410341,G01N
07501179,Y10T
09823217,B01L
10222366,A61J
04686190,C12Q
09994442,B81C
09386932,G04G
05846724,Y10S
05770395,C12Q
09182328,A61M
09074300,G01N
08822571,B01J
08097447,C12N
10017582,C12N
09595680,Y02E
10006925,G16H
05776791,B01J
09554780,B01L
07893206,C07K
06562343,C12N
07497937,G01N
05853984,G01N
08975016,G01N
09417166,A01N
08982156,B01L
08067166,C12Q
08628952,B01J
08318433,C12P
09731291,B01L
09994916,C12Q
04849336,G01N
07229417,Y10T
09657291,C12Q
07614135,A61K
04414327,C12Q
05039604,Y10S
08084410,G09B
07595874,G01N
07179654,Y10T
05795987,C07H
06004536,Y10T
06824974,G11C
06467333,G01N
08089625,G01J
05108930,Y10S
06083208,C08L
09241773,G01R
08860545,H05K
07214482,A01K
06558698,B01J
04314026,C12Q
07504262,B03C
05510628,H01L
05834274,Y10T
06716642,B01L
09671416,G01N
08221605,C25B
06340588,C07K
07732658,A01K
07935518,G01N
09725767,G01N
08336456,B41K
07935647,B32B
10001635,G01N
04677062,C12Q
09863886,G01N
04446106,G01N
04580451,Y10S
09496229,Y10T
08546772,G02B
08232060,C07K
04274359,G01N
08476007,G02B
08476034,G01N
08501875,C08G
09709516,C12Q
05751415,G01J
07476505,C12Q
08008032,Y10T
09164051,G01N
09274105,G01N
07435483,C09D
06160036,B01J
03994189,G01N
04985125,C12Q
06855540,B01L
08695355,F25B
08950424,F16K
08058250,A61K
07166441,G01N
09375703,C12P
05207986,G01N
05843786,G01N
06902933,G01N
09278896,C08B
08698591,H03H
07225082,C25D
06686447,A61K
10116356,H04B
09611496,C11C
08323586,Y10T
07931950,Y02A
09659759,G16C
05567435,C12N
05466575,Y10S
09541496,G01J
08945389,C08B
09073617,F17D
08404155,C10G
07659069,C12N
08137655,B01J
08858897,B01L
07264858,Y10T
09328387,C12Q
07888495,C07K
10093976,C12Q
09877806,Y10T
10087082,C01P
09328390,C12Q
07955704,B82Y
09034263,Y10T
09090674,C07K
09958454,C12N
07276902,G01N
06410228,C12N
09650440,A61K
08071209,Y10T
08992846,C04B
07927830,A61K
08821816,C07B
06309640,G01N
04721680,B01L
09128085,G01N
06548260,C12Q
06858833,G03H
06607821,B01J
06572672,Y02E
06423271,B01L
05311908,Y10T
06379708,C07K
09511363,C12M
05104790,C12N
07922883,C12Q
10090429,C12Q
07122381,B01J
09709573,G01N
09752182,C12N
06540996,C12N
05859228,C12N
03957592,G01R
08094305,G01N
08920609,C10C
07439073,G01N
09186674,C12Q
08962814,C07K
09046548,G01B
10066167,Y02E
08540499,A61K
09739776,G01N
05951488,Y10T
07592187,Y10S
08741680,G01R
08912512,G01N
09200246,C12M
05567292,G01N
09046477,G01N
08926904,C12Q
08852532,G01P
08854617,B82Y
09358541,B01L
08617869,B82Y
08801904,F22B
06379909,G01N
04350892,G01N
06977149,B01J
07622081,B01L
06286363,F16C
08871469,C07H
03957375,G02B
06817375,F24V
05965354,Y10S
05168057,G01N
05234586,G01N
07217813,Y10T
05795424,Y10T
09440009,Y10T
09381277,A61L
09874562,G01N
06033544,B01J
08323698,Y10S
08287711,C25B
07303814,B29L
09638658,G01N
08563117,C09J
05043082,Y10T
09823253,G01N
05316847,C08J
04234681,C12N
07947440,C12Q
04994165,H01J
06548264,B01J
07642050,A61B
05859259,C07D
09891382,G01G
06562568,G01N
05500284,Y10T
04669321,C12M
04818614,C09B
05212988,G01N
06089611,Y10S
08993308,G01N
07682792,C07K
08792227,H02J
05914182,C07K
09334166,C01B
06319676,Y10S
08128966,C08L
07078165,C07K
09976174,B01L
09809838,G01N
04925652,C07D
06383752,C12Q
04751828,G01N
05470534,Y10T
07790651,B01J
07663487,G06Q
07819973,C30B
06680204,G01N
07705731,G01N
06475485,C12N
09689036,C12Q
07588894,C12Q
10061974,C12Q
06045830,A61K
09734420,G01F
10162937,G16H
05364631,A61K
09102706,C07K
07960114,C12Q
08669211,C12Q
07641861,Y10T
07759065,H01J
07172864,B01J
06955786,B01J
10155244,G01R
09469834,G01N
09303255,C25B
05403708,C12Q
06326148,C12Q
09440009,A61F
05962325,C12N
07772007,G01N
08624072,B01J
09139663,Y10T
09346988,Y10T
09528918,Y10T
06821729,C07K
09850460,C12M
04597832,C10G
07066453,C12Q
08124231,C09K
09037417,G01N
09056938,C08G
07379823,Y10T
09227459,C08G
08535536,G01N
08287453,A61B
09719975,G01N
06811609,B33Y
10155818,G01N
05262332,Y10S
07041493,G01N
05858793,Y10T
08883415,C12Q
08911953,G01N
07033819,G01N
04865871,A01N
08382987,Y10T
06326160,A61B
